user_id,song_name,play_count,duration,play_ratio,skipped,rating
user_058,Kapitel 157 - Der Page und die Herzogin,17,231,0.04,1,0.0
user_058,Часть 19.2 - Прощай оружие,19,164,0.76,0,3.59
user_058,Часть 199.2 - По ком звонит колокол,11,129,0.05,1,0.0
user_058,Capítulo 15.2 - la Sombra Fuera del Tiempo,7,230,0.34,0,2.38
user_058,The Preacher Ruminates,13,170,0.79,0,3.01
user_058,"Duke Announces Strayhorn's A Train & Nance Duke Introduces Festival Suite, Pt. I & Hamilton - Live",16,148,0.55,0,2.06
user_058,Часть 51.3 & Часть 52.1 - Прощай оружие,19,247,0.42,0,2.55
user_058,Часть 66.3 - Зеленые холмы Африки,15,283,0.27,1,0.11
user_058,"Часть 71.3 & Часть 72.1 - За рекой, в тени деревьев",10,161,0.66,0,2.95
user_058,Часть 123.2 - Триумфальная арка,12,144,0.58,0,2.19
user_058,Chapter 3.15 - Zamek kaniowski,12,184,0.22,1,0.0
user_058,Kapitel 73 - Der Page und die Herzogin,13,190,0.49,0,2.05
user_058,"Das ist bei uns nicht möglich, Kapitel 69",9,218,0.65,0,2.26
user_058,"Deuxième Tableau, scènes 6 et 7",20,173,0.79,0,2.56
user_058,Часть 40.4 - Обратный путь,13,147,0.42,0,2.39
user_058,Часть 90.2 - Триумфальная арка,10,120,0.01,1,0.0
user_058,Часть 44.4 - Обратный путь,8,225,0.67,0,3.22
user_058,"Часть 19.2 - Другие голоса, другие комнаты",8,205,0.41,0,1.45
user_058,"Часть 59.2 - За рекой, в тени деревьев",2,215,0.73,0,3.16
user_058,"Lehár: Das Land des Lächelns, Act 1: Dialog, ""Bitte, Lisa, bleib' doch ein Moment!"" (Gustl, Lisa)",19,299,0.46,0,1.93
user_058,Часть 161.2 - По ком звонит колокол,12,279,0.84,0,3.2
user_058,"Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 3",16,286,0.49,0,2.15
user_058,The Alchemist,7,161,0.03,1,0.0
user_058,Часть 168.2 - Триумфальная арка,15,260,0.05,1,0.0
user_058,Chapter 1.21 - Zamek kaniowski,13,165,0.39,0,1.57
user_058,Часть 44.3 & Часть 45.1 - Зеленые холмы Африки,3,206,0.56,0,1.49
user_058,Часть 49.3 - Фиеста,15,238,0.18,1,0.0
user_058,Часть 22.5 - Обратный путь,8,175,0.31,0,1.05
user_058,"Das ist bei uns nicht möglich, Kapitel 11",14,129,0.29,1,0.97
user_058,Часть 125.3 - Триумфальная арка,12,134,0.55,0,2.17
user_058,"Das ist bei uns nicht möglich, Kapitel 82",20,141,0.06,1,0.41
user_058,"Von der Renaissance bis heute, Kapitel 3",14,287,0.73,0,3.62
user_058,Часть 156.5 & Часть 157.1 - Триумфальная арка,18,146,0.35,0,1.98
user_058,Kapitel 334 - Der Page und die Herzogin,4,207,0.21,1,0.49
user_058,Часть 200.2 & Часть 201.1 - По ком звонит колокол,3,283,0.82,0,2.98
user_058,Two Feasts for Anansi,3,287,0.48,0,2.65
user_058,Часть 9.2 - Обратный путь,10,236,0.25,1,0.15
user_058,Kapitel 186 - Der Page und die Herzogin,20,203,0.54,0,3.34
user_058,"Das ist bei uns nicht möglich, Kapitel 113",9,177,0.69,0,2.61
user_058,Часть 142.2 - По ком звонит колокол,18,131,0.27,1,0.69
user_058,Часть 14.5 & Часть 15.1 - Обратный путь,19,197,0.38,0,2.61
user_058,Kapitel 224 - Die drei Ehen der Grand Sophy,18,274,0.44,0,2.49
user_058,Часть 234.3 - Триумфальная арка,9,172,0.9,0,3.48
user_058,Часть 77.3 - Фиеста,12,298,0.51,0,2.63
user_058,Часть 50.2 - Зеленые холмы Африки,17,194,0.38,0,1.47
user_058,Часть 241.2 - Триумфальная арка,12,207,0.05,1,0.0
user_058,"Часть 87.2 - За рекой, в тени деревьев",4,276,0.86,0,3.68
user_058,"Часть 16.2 - Другие голоса, другие комнаты",14,128,0.79,0,3.11
user_058,"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 57",9,142,0.47,0,2.23
user_058,Kapitel 7 - Gedichte von Friedrich Nietzsche,3,235,0.7,0,2.78
user_058,Часть 37.2 - Обратный путь,11,261,0.59,0,2.38
user_058,Часть 14.4 & Часть 15.1 - По ком звонит колокол,17,146,0.98,0,2.94
user_058,Kapitel 441 - Der Page und die Herzogin,15,195,0.24,1,0.74
user_058,Часть 208.3 - Триумфальная арка,5,239,0.88,0,2.8
user_058,Часть 42.2 - Зеленые холмы Африки,13,183,0.83,0,3.88
user_058,"Sorge dich nicht - lebe! - Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden, Kapitel 54",2,200,0.26,1,0.0
user_058,Mine ou l'ingénue libertine,4,276,0.84,0,2.77
user_058,Часть 166.4 - Триумфальная арка,18,246,0.54,0,2.31
user_058,Kapitel 92 - Die drei Ehen der Grand Sophy,8,139,0.29,1,0.0
user_058,Часть 75.3 - По ком звонит колокол,2,254,0.55,0,1.85
user_058,Aadmi - Dialogues,5,265,0.66,0,2.49
user_058,Часть 120.2 - По ком звонит колокол,13,260,0.05,1,0.0
user_058,Kapitel 18 - Der Kammersänger,12,286,0.7,0,2.55
user_058,Часть 195.4 & Часть 196.1 - По ком звонит колокол,13,151,0.34,0,2.2
user_058,Часть 196.5 & Часть 197.1 - Триумфальная арка,2,186,0.69,0,3.0
user_058,Часть 226.2 - Триумфальная арка,10,266,0.8,0,2.87
user_058,"Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 5",3,241,0.08,1,0.0
user_058,Haka of Wairangi,20,245,0.1,1,0.0
user_058,Marthens Garten - Teil 05,2,152,0.71,0,2.45
user_058,Часть 166.3 - Триумфальная арка,9,254,0.11,1,0.15
user_058,Часть 109.2 - На Западном фронте без перемен,18,159,0.97,0,3.51
user_058,"Часть 16.21 & Часть 17.1 - Другие голоса, другие комнаты",12,285,0.54,0,2.18
user_058,Часть 17.4 - Обратный путь,9,244,0.99,0,3.13
user_058,Часть 12.5 & Часть 13.1 - Прощай оружие,14,176,0.62,0,2.46
user_058,"Часть 9.13 & Часть 10.1 - Другие голоса, другие комнаты",14,140,0.64,0,3.35
user_058,Часть 136.2 - Триумфальная арка,5,223,0.79,0,2.93
user_058,Announcer: Jimmy Lyons - 2nd Announcement,17,136,0.84,0,3.03
user_058,Capítulo 5.5 - la Casa de Bernarda Alba,17,258,0.17,1,0.0
user_058,Kapitel 1 - Lucidor,2,291,0.52,0,1.45
user_058,Часть 43.2 - Обратный путь,6,271,0.21,1,0.0
user_058,Часть 135.3 - По ком звонит колокол,14,169,0.6,0,1.94
user_058,Часть 136.2 - По ком звонит колокол,8,201,0.21,1,0.0
user_058,Часть 17.2 - Обратный путь,6,211,0.63,0,2.55
user_058,Часть 29.4 - Обратный путь,20,258,0.27,1,0.0
user_058,Часть 78.3 - Прощай оружие,19,232,0.66,0,2.41
user_058,Часть 55.10 & Часть 56.1 - Обратный путь,6,270,0.66,0,2.95
user_058,Часть 48.3 - Обратный путь,9,274,0.2,1,0.69
user_058,Часть 157.2 - Триумфальная арка,10,122,0.68,0,2.01
user_058,Часть 28.4 - Обратный путь,5,277,0.07,1,0.0
user_058,Free,13,182,0.2,1,0.0
user_058,"Часть 17.4 - Другие голоса, другие комнаты",3,294,0.95,0,2.45
user_058,The Maid Freed From The Gallows (139-A-2),3,188,0.92,0,2.47
user_058,Часть 13.3 & Часть 14.1 - Фиеста,8,150,0.08,1,0.0
user_058,Часть 14.2 - Зеленые холмы Африки,13,218,0.65,0,2.76
user_058,Часть 185.4 & Часть 186.1 - Триумфальная арка,19,186,0.5,0,2.16
user_058,"Sweet Sue, Just You - false start with discussion by Leonard Bernstein & Miles Davis",13,290,0.91,0,3.4
user_058,Часть 225.2 - Триумфальная арка,14,168,0.67,0,2.07
user_058,A Nut in Every Car,7,163,0.3,0,1.74
user_058,Capítulo 2.2 & Capítulo 3.1 - la Casa Maldita,13,262,0.29,1,0.73
user_058,"Часть 19.4 & Часть 20.1 - За рекой, в тени деревьев",16,216,0.7,0,2.87
user_058,Часть 39.3 & Часть 40.1 - Зеленые холмы Африки,18,175,0.51,0,2.21
user_058,Часть 59.2 - Фиеста,12,194,0.53,0,1.67
user_058,Kapitel 435 - Der Page und die Herzogin,5,267,0.39,0,1.98
user_058,Frankie And Albert (127-A),11,145,0.63,0,2.34
user_058,Voice-Over Intro Quincy Jones Interview #1 / Quincy Jones Interview #1,18,168,0.05,1,0.37
user_058,Часть 5.7 - Обратный путь,7,188,0.55,0,2.54
user_058,"Die Borger, Kapitel 37",6,149,0.02,1,0.0
user_058,Часть 48.2 - Зеленые холмы Африки,15,259,0.54,0,2.29
user_058,Часть 79.4 & Часть 80.1 - Триумфальная арка,4,132,0.95,0,2.67
user_058,"Das ist bei uns nicht möglich, Kapitel 99",2,285,0.74,0,1.94
user_058,Kapitel 315 - Die drei Ehen der Grand Sophy,7,146,0.14,1,0.34
user_058,Mere Chashme Wale Sarkar,3,195,0.05,1,0.0
user_058,"Hexapoda: No. 4, Jim Jives (Arr. for Violin & Orchestra) [Live]",18,219,0.15,1,0.0
user_058,Kapitel 144 - Der Page und die Herzogin,3,126,0.65,0,2.29
user_058,Часть 108.3 & Часть 109.1 - На Западном фронте без перемен,1,264,0.42,0,2.28
user_058,Часть 158.2 - По ком звонит колокол,5,135,0.8,0,2.98
user_058,"Das ist bei uns nicht möglich, Kapitel 156",13,150,0.89,0,4.03
user_058,Часть 7.3 - По ком звонит колокол,10,231,0.63,0,2.56
user_058,L'or: Chapitre III 9,17,198,0.69,0,2.24
user_058,Kapitel 128 - Der Page und die Herzogin,19,154,0.69,0,2.93
user_058,Capítulo 7.6 & Capítulo 8.1 - la Casa Maldita,12,264,0.7,0,2.23
user_058,Часть 22.10 & Часть 23.1 - Обратный путь,9,262,0.62,0,2.56
user_058,Часть 13.4 - На Западном фронте без перемен,14,227,0.06,1,0.0
user_058,Часть 45.3 - Фиеста,15,216,0.43,0,2.4
user_058,Horda,15,291,0.23,1,0.55
user_058,Часть 126.4 & Часть 127.1 - Триумфальная арка,13,297,0.22,1,0.35
user_058,Kapitel 13 - Die läßliche Sünde,4,246,0.72,0,2.9
user_058,Cuddling,3,291,0.16,1,0.04
user_058,Chapter 1.4 - Zamek kaniowski,8,292,0.89,0,3.8
user_058,Часть 61.2 - На Западном фронте без перемен,7,228,0.02,1,0.0
user_058,Часть 82.2 - На Западном фронте без перемен,2,139,0.5,0,1.98
user_058,Часть 16.3 - Прощай оружие,13,224,0.57,0,2.72
user_058,Часть 63.4 & Часть 64.1 - Зеленые холмы Африки,7,246,0.03,1,0.0
user_058,Часть 66.3 - На Западном фронте без перемен,5,182,0.98,0,2.72
user_058,Часть 78.2 - По ком звонит колокол,2,193,0.52,0,2.72
user_058,Часть 84.2 - Прощай оружие,17,300,0.68,0,2.83
user_058,Часть 59.2 - Зеленые холмы Африки,5,292,0.6,0,1.99
user_058,Часть 80.3 & Часть 81.1 - По ком звонит колокол,19,195,0.95,0,2.98
user_058,Часть 42.6 & Часть 43.1 - Обратный путь,20,149,0.81,0,2.6
user_058,An Introduction to Indian Music,10,203,0.92,0,3.46
user_058,Kapitel 188 - Der Page und die Herzogin,12,201,0.14,1,0.0
user_058,Часть 80.2 - На Западном фронте без перемен,3,245,0.86,0,3.68
user_058,Часть 74.3 & Часть 75.1 - На Западном фронте без перемен,6,164,0.5,0,2.38
user_058,Часть 113.2 & Часть 114.1 - На Западном фронте без перемен,6,267,0.21,1,0.0
user_058,Часть 164.3 - По ком звонит колокол,14,263,0.26,1,0.0
user_058,Часть 56.4 - Зеленые холмы Африки,15,257,0.07,1,0.0
user_058,Часть 40.4 & Часть 41.1 - Зеленые холмы Африки,5,268,0.65,0,2.61
user_058,"Sorge dich nicht - lebe! - Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden, Kapitel 3",6,297,0.9,0,2.81
user_058,Часть 19.5 - Обратный путь,18,203,0.59,0,2.89
user_058,Часть 76.3 - Триумфальная арка,13,228,0.94,0,4.12
user_058,"Das ist bei uns nicht möglich, Kapitel 174",13,234,0.27,1,0.0
user_058,"Acte 1, scène 14",4,194,0.49,0,1.57
user_058,Capítulo 24.2 - la Sombra Fuera del Tiempo,10,286,0.56,0,1.75
user_058,Часть 43.2 - Фиеста,9,227,0.93,0,2.79
user_058,Часть 55.7 - Обратный путь,2,253,0.49,0,1.86
user_058,Chapter 1.3 - Dziewczynka z Luna Parku: Część 2,8,183,0.93,0,3.81
user_058,Λίγο απ' όλα,16,209,0.81,0,3.36
user_058,"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 48",14,264,0.16,1,0.04
user_058,Часть 72.3 - По ком звонит колокол,20,141,0.45,0,2.15
user_058,"Sorge dich nicht - lebe! - Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden, Kapitel 5",14,156,0.15,1,0.3
user_058,Часть 44.3 - Триумфальная арка,17,167,0.16,1,0.29
user_058,Часть 6.8 - Обратный путь,2,280,0.89,0,3.75
user_058,Часть 83.3 - Зеленые холмы Африки,8,264,0.52,0,2.29
user_058,Capítulo 7.4 - la Sombra Fuera del Tiempo,6,138,0.7,0,2.7
user_058,Часть 16.2 - Прощай оружие,13,295,0.2,1,0.75
user_058,Часть 44.7 & Часть 45.1 - Обратный путь,4,141,0.6,0,2.56
user_058,Часть 38.2 - Обратный путь,5,220,0.61,0,2.83
user_058,"Nietzsche / Cézanne / L'affaire Dreyfus / ""Pelléas""",1,237,0.43,0,2.25
user_058,Часть 91.3 & Часть 92.1 - На Западном фронте без перемен,17,241,0.98,0,3.42
user_058,Capítulo 16.4 - el Que Susurraba en la Oscuridad,11,182,0.86,0,3.23
user_059,"Libuše: ""Bohové mocní!"" (Libuše, Přemysl ze Stadic, Chrudoš od Otavy, Šťáhlav na Radbuze, Krasava, Radmila, Lutobor, Radovan) - Live",11,248,0.19,1,0.0
user_059,Spanish Key,20,145,0.61,0,2.7
user_059,Lush Life - Rudy Van Gelder Remaster,7,220,0.19,1,0.0
user_059,Shhh / Peaceful - LP Mix,20,217,0.75,0,3.1
user_059,"Piano Concerto No. 1 in C Major, Op. 15: I. Allegro con brio",14,244,0.52,0,3.14
user_059,Piano Concerto No. 3 in C Minor Op. 37: I Allegro con brio (cadenza: Moscheles),12,282,0.66,0,2.05
user_059,"Polonaise-Fantaisie in A-Flat, Op.61",4,174,0.48,0,1.64
user_059,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",4,214,0.51,0,2.55
user_059,Balakirev: Symphony No. 1 in C Major: III. Andante,8,239,0.05,1,0.0
user_059,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",18,296,0.28,1,0.8
user_059,Mahaprasthaner Pathe,5,195,0.59,0,2.4
user_059,Tout de suite,8,268,0.02,1,0.11
user_059,Relaxing Rain and Thunderstorm,16,216,0.07,1,0.52
user_059,"Fireside Chat #13 - On Purging the Democratic Party (June 24, 1938)",8,276,0.8,0,2.77
user_059,"Symphony No. 1 in D Major ""Titan"": I. Langsam. Schleppend",19,235,0.58,0,2.24
user_059,Shams El Aseel,15,148,0.14,1,0.0
user_059,"The Young Person's Guide to the Orchestra, Op.34",2,292,0.8,0,3.14
user_059,"Symphony No. 2 in C Minor ""Resurrection"": V. Finale. Im Tempo des Scherzos",8,270,0.36,0,2.49
user_059,Kapitel 1 - Das Wirtshaus im Taunus und andere Erzählungen,12,141,0.4,0,2.46
user_059,"Bruckner: Symphony No. 4 in E-Flat Major, ""Romantic"": II. Andante, quasi allegretto",20,275,0.35,0,1.95
user_059,Concert for piano and orchestra: I. Andante e Romanza,18,197,0.81,0,2.74
user_059,Leily We Nahary,9,123,0.45,0,2.13
user_059,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": II. Marcia funebre. Adagio assai",14,188,0.76,0,2.87
user_059,Fat El Maad,11,229,0.93,0,3.36
user_059,Halleluhwah - 2011 Remastered,6,239,0.38,0,2.06
user_059,Rain With Distant Thunderstorm,8,146,0.46,0,2.55
user_059,"Tarkus - i. Eruption, ii. Stones of Years, iii. Iconoclast, iv. Mass, v. Manticore, vi. Battlefield, vii. Aquatarkus; 2012 Stereo Mix",12,131,0.07,1,0.0
user_059,"All of You - Live at Philharmonic Hall, New York, NY - February 1964",6,154,0.16,1,0.0
user_059,"Sinfonia concertante in E-Flat Major, K. 364: I. Allegro maestoso",15,124,0.21,1,0.24
user_059,"Arabella, Op.79, TrV 263 / Act 1: Bin nicht in der Lage, länger zu warten! - Live",2,270,0.48,0,1.26
user_059,"Piano Trio in E-Flat Major, D. 929 (Op.100): IV. Allegro moderato",11,270,0.73,0,2.68
user_059,El Hob Koloh,19,187,0.11,1,0.0
user_059,Trois morceaux en forme de poire,4,159,0.86,0,2.26
user_059,Dazed and Confused - (Live at MSG 1973) [Remaster],5,190,0.7,0,2.82
user_059,"Piano Concerto No. 25 in C Major, K. 503: I. Allegro maestoso",19,129,0.43,0,2.48
user_059,"You Don't Love Me - Live At Fillmore East, March 12, 1971",12,288,0.45,0,2.26
user_059,Madhuvanti - Live; Digitally Remastered,12,289,0.58,0,2.6
user_059,C Jam Blues - Live Version,18,247,0.47,0,1.76
user_059,"Piano Concerto in A Minor, Op. 54: I. Allegro affettuoso",17,147,0.26,1,0.99
user_059,Big Swifty,16,293,0.59,0,2.02
user_059,"Symphony No.7 In E Major, WAB 107 - Ed. Haas: 1. Allegro moderato",13,169,0.13,1,0.0
user_059,Naheg El Berda,11,225,0.52,0,1.99
user_059,สร้อยลำปาง เถา,16,137,0.88,0,2.67
user_059,Spanish Key,8,200,0.65,0,2.76
user_059,Me and My Woman,5,198,0.08,1,0.0
user_059,The Fool,5,217,0.1,1,0.0
user_059,Riding the Rods,7,223,0.71,0,2.62
user_059,Rhapsody in Blue,7,125,0.18,1,0.0
user_059,"Violin Concerto in D Major, Op. 61: I. Allegro, ma non troppo",8,124,0.67,0,2.86
user_059,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": 2. Marcia funebre - Adagio assai",18,155,0.59,0,2.72
user_059,"Knoxville: Summer of 1915 for Voice and Orchestra, Op. 24 (In Memory of My Father)",3,221,1.0,0,2.81
user_059,"Symphonie fantastique, Op. 14, H 48: III. Scène aux champs",9,281,0.89,0,3.79
user_059,Ola ta poulakia / Na eixa th xari sou aite / Marainomai o kaimenos / Tora o Mais kai h Anoiksh / Apopse pou koimomouna,14,127,0.39,0,2.27
user_059,Lonnie's Lament,11,224,0.36,0,2.37
user_059,"Concerto in A Minor for Violin and Cello, Op. 102: I. Allegro",5,199,0.76,0,3.43
user_059,Tonsils,20,262,0.11,1,0.58
user_059,Ascension - Edition I / Pt. 2,4,262,0.6,0,2.36
user_059,"Poème, Op. 25",20,273,0.29,1,0.0
user_059,"Missa Solemnis, Op. 123: II. Gloria",15,273,0.57,0,2.17
user_059,"Angel Eyes - Mono/Alternate Session Takes/May 5, 1958",3,203,0.56,0,1.91
user_059,Children Of Sanchez,9,194,0.25,1,0.46
user_059,Rhapsody in Blue,12,215,0.34,0,1.26
user_059,Sahran Lewahdy,17,178,0.72,0,2.73
user_059,Rhapsody in Blue,18,205,0.74,0,2.9
user_059,The Doctor's Nightmare,20,201,0.0,1,0.36
user_059,Survival,2,285,0.86,0,2.31
user_059,Weather Report Suite: Prelude / Pt. I / Pt. II (Let It Grow) - 2013 Remaster,7,185,0.39,0,1.43
user_059,The Lark Ascending,7,199,0.95,0,2.88
user_059,"Symphonie fantastique, Op. 14, H 48: 1. Rêveries - Passions. Largo - Allegro agitato e appassionato assai - Religiosamente",12,166,0.01,1,0.0
user_059,"Symphony No.9 In D Minor, Op.125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso",8,244,0.79,0,2.48
user_059,"Symphony No. 4 in G Major: III. Ruhevoll, poco adagio",9,288,0.36,0,1.67
user_059,Raga Jhinjhoti in Rupak Tal (7 beats) and Tintal (16 beats),8,267,0.93,0,2.71
user_059,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",7,276,0.8,0,2.52
user_059,"Symphony No. 2 in C Minor ""Resurrection"": I. Allegro maestoso - Remastered",7,243,0.94,0,3.63
user_059,Deja Vu - Live,11,265,0.61,0,2.2
user_059,Thursday Afternoon - 2005 Digital Remaster,5,265,0.4,0,2.34
user_059,Flying - Remastered,6,188,0.65,0,2.34
user_059,Les Pâques a New York,3,178,0.37,0,1.56
user_059,I'll Remember April - Live,11,168,0.26,1,0.0
user_059,Bitches Brew,1,149,0.97,0,3.68
user_059,"Need Your Love so Bad - Version No. 2, Takes 1-2",11,179,0.3,0,2.28
user_059,Pharaoh's Dance,8,180,0.73,0,2.6
user_059,Qesat Al Ams,6,265,0.19,1,0.02
user_059,"Medea's Dance of Vengeance, Op. 23a",4,166,0.99,0,3.32
user_059,"Fireside Chat #27 - On the Tehran and Cairo Conferences (December 24, 1943)",12,300,0.21,1,0.0
user_059,"Brahms: Symphony No. 1 in C Minor, Op. 68: IV. Adagio - Allegro non troppo, ma con brio",6,187,0.0,1,0.0
user_059,Bel Air,19,120,0.23,1,0.42
user_059,Les images du feu,3,180,0.82,0,2.58
user_059,Flamazo Navideño:,10,226,0.1,1,0.16
user_059,"Piano Sonata No. 11 in A Major, K. 331: I. Theme & Variations. Andante grazioso",16,122,0.53,0,1.76
user_059,"Sinfonia Concertante for Violin, Viola and Orchestra in E-Flat Major, K. 364: I. Allegro maestoso",10,203,0.22,1,0.74
user_059,"Piano Concerto No. 22 in E-Flat Major, K. 482: I. Allegro",12,213,0.12,1,0.0
user_059,You Doo Right,4,224,0.54,0,1.78
user_059,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": I. Allegro ma non troppo, un poco maestoso",15,251,0.76,0,3.52
user_059,Japanese Folk Song,9,262,0.34,0,2.05
user_059,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",7,214,0.46,0,2.46
user_059,He Who Loses His Life,3,212,0.2,1,0.0
user_059,"Sonata No. 2 in G Minor, Op. 5, No. 2: I. Adagio sostenuto e espressivo / Allegro molto più tosto presto - Remastered",15,258,0.14,1,0.05
user_059,‘A città ‘e Pulecenella - Instrumental,16,210,0.7,0,2.47
user_059,Habeeby Yasaed Awqato,2,141,0.46,0,2.47
user_059,The Great San Bernardino Birthday Party - Instrumental,19,139,0.21,1,0.56
user_059,Moon In June,18,294,0.62,0,2.95
user_059,Overture,20,286,0.51,0,2.27
user_059,"Symphony No. 4 in G Major: III. Ruhevoll, poco adagio",5,257,0.81,0,3.64
user_059,The Last Battle,12,295,0.12,1,0.47
user_059,"Missa Solemnis, Op. 123: Gloria",10,173,0.78,0,2.82
user_059,"Polonaise-Fantaisie in A-Flat, Op.61",9,282,0.68,0,3.15
user_059,Qareat El Fengan,19,255,0.98,0,3.93
user_059,"Fireside Chat #20 - On the Progress of the War (February 23, 1942)",1,283,0.0,1,0.0
user_059,Les dormeurs éveillés. La rêverie lucide,2,129,0.24,1,0.0
user_059,"Piano Concerto No. 2 in B-Flat Major, Op. 19: I. Allegro con brio",19,253,0.42,0,2.67
user_059,"Symphony No. 9 in C Major, D. 944 ""Great"": II. Andante con moto",5,260,0.14,1,0.0
user_059,"Don Juan, Op. 20",20,277,0.45,0,3.04
user_059,Opening Night of Playhouse,16,172,0.4,0,1.42
user_059,Black Pearls,13,300,0.43,0,1.72
user_059,"Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo",18,216,0.82,0,2.93
user_059,"Satya Harishchandra, Pt. 3 - Dialogues",18,222,0.74,0,2.75
user_059,"Piano Concerto No. 4 in C Minor, Op. 44: II. Allegro vivace - Andante - Allegro",8,132,0.73,0,2.12
user_059,Tintinnabulation (Contemplative Sound),18,189,0.41,0,1.93
user_059,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",13,262,0.19,1,0.48
user_059,An American in Paris,18,162,0.86,0,3.48
user_059,Terrapin Station Medley - 2014 Remaster,16,142,0.38,0,1.5
user_059,Yalle Kan Yshgek Anene,14,266,0.97,0,3.33
user_059,Saz Va Avaze Shur,7,271,0.66,0,1.98
user_059,"Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 17",2,149,0.79,0,2.19
user_059,Baeed Annak,4,228,0.46,0,2.41
user_059,Burn Down The Mission (Incl. My Baby Left Me / Get Back),4,198,0.16,1,0.0
user_059,"Beethoven: Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": I. Allegro",18,281,0.07,1,0.48
user_059,A Tone Parallel to Harlem (The Harlem Suite) - 78rpm Version,10,127,0.97,0,2.99
user_059,"Dazed and Confused - Live in Paris, 1969",17,243,0.42,0,1.95
user_059,Fantasia on a Theme by Thomas Tallis,14,231,0.79,0,3.05
user_059,When Heart Is Open,18,184,0.95,0,3.05
user_059,Siegfried-Idyll,3,159,0.91,0,3.71
user_059,"Sonata No. 32 in C Minor, Op. 111: II. Arietta - Adagio molto semplice cantabile",1,205,0.23,1,0.0
user_059,Le Sacre du Printemps - Version for Orchestra (published 1921): Part 1: The Adoration of the Earth,17,150,0.61,0,2.42
user_059,"Sonate pour piano No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",14,240,0.49,0,2.53
user_059,Qaseedat El Neil,9,173,0.73,0,3.04
user_059,"Libuše, Act III, Scene 5: ""Behold! Now From the Misty Veils Just Formed..."" (Libuše)",16,198,0.74,0,2.75
user_059,Sweet Sapphire Blues,13,239,0.47,0,2.13
user_059,"Piano Sonata No. 5, Op. 53",2,189,0.21,1,0.41
user_059,"India - Live At The Village Vanguard, New York/1961",2,121,0.78,0,3.27
user_059,528 Hz D.N.A. Repair,13,249,0.48,0,1.84
user_059,The T. Rex Electric Warrior Interview,17,244,0.7,0,2.5
user_059,LONG SEASON,7,207,0.46,0,1.39
user_059,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto - ""O Freunde, nicht diese Töne!"" (Ode to Joy)",9,228,0.98,0,3.61
user_059,"Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",8,170,0.54,0,1.96
user_059,Cygnus X-1 Book II: Hemispheres,6,135,0.16,1,0.0
user_059,Our Southern Friend,2,164,0.22,1,0.12
user_059,"Capriccio italien, Op. 45, TH 47",19,258,0.31,0,2.17
user_059,"Symphony No. 5 in B-Flat Major, WAB 105: IV. Finale. Adagio - Allegro moderato (Live)",12,299,0.07,1,0.0
user_059,"Symphony No. 4 in G Major: I. Bedächtig, nicht eilen",19,189,0.21,1,0.27
user_059,"Violin Concerto No. 5 in A Minor, Op. 37: I. Allegro non troppo - Redbook Stereo",17,156,0.73,0,2.42
user_059,"Dark Star - Live at the Fillmore West San Francisco, 1969; 2001 Remaster",10,266,0.97,0,3.03
user_059,Part IV: Music Of The Court / The King / Return / Memories / Whitehall / The Fire / End Title,20,230,0.37,0,1.58
user_059,Let's Do It,9,247,0.91,0,3.55
user_059,De la fin de Dada au premier manifeste surréaliste: activités expérimentales. Robert Desnos / L'aventure surréaliste,19,288,0.34,0,1.84
user_059,"Piano Concerto No. 4 in G Major, Op. 58: I. Allegro moderato",6,234,0.68,0,2.6
user_059,The Dead Flag Blues,2,287,0.31,0,1.49
user_059,Cortez the Killer - Live,14,170,0.88,0,3.37
user_059,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",20,298,0.2,1,0.11
user_059,Tune Up/When Lights Are Low,4,209,0.36,0,1.47
